scan_id,fixture_id,hard_fail_code,fixture_variant,observed_result,expected_result,unexpected_pass,forbidden_promotion,scanner_status,allowed_use,blocked_use
G21D-SCAN-0037,G21C-FIXTURE-013-01,uniform_accessible_area_label_mismatch,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0038,G21C-FIXTURE-013-02,uniform_accessible_area_label_mismatch,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0039,G21C-FIXTURE-013-03,uniform_accessible_area_label_mismatch,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0040,G21C-FIXTURE-014-01,sample_outside_center_support,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0041,G21C-FIXTURE-014-02,sample_outside_center_support,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0042,G21C-FIXTURE-014-03,sample_outside_center_support,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0043,G21C-FIXTURE-015-01,blocked_bin_has_response,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0044,G21C-FIXTURE-015-02,blocked_bin_has_response,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0045,G21C-FIXTURE-015-03,blocked_bin_has_response,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0046,G21C-FIXTURE-016-01,neighbor_fill_blocked_bin,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0047,G21C-FIXTURE-016-02,neighbor_fill_blocked_bin,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0048,G21C-FIXTURE-016-03,neighbor_fill_blocked_bin,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0049,G21C-FIXTURE-017-01,flux_weighted_without_trapezoid_flow_model,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0050,G21C-FIXTURE-017-02,flux_weighted_without_trapezoid_flow_model,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0051,G21C-FIXTURE-017-03,flux_weighted_without_trapezoid_flow_model,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0052,G21C-FIXTURE-018-01,prs_without_geometry_basis,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0053,G21C-FIXTURE-018-02,prs_without_geometry_basis,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0054,G21C-FIXTURE-018-03,prs_without_geometry_basis,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0055,G21C-FIXTURE-019-01,prs_without_particle_radius_support,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0056,G21C-FIXTURE-019-02,prs_without_particle_radius_support,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0057,G21C-FIXTURE-019-03,prs_without_particle_radius_support,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0058,G21C-FIXTURE-020-01,edge4_to_edge20_direct_mapping,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0059,G21C-FIXTURE-020-02,edge4_to_edge20_direct_mapping,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0060,G21C-FIXTURE-020-03,edge4_to_edge20_direct_mapping,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0061,G21C-FIXTURE-021-01,D900_to_D1200_borrowing,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0062,G21C-FIXTURE-021-02,D900_to_D1200_borrowing,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0063,G21C-FIXTURE-021-03,D900_to_D1200_borrowing,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0064,G21C-FIXTURE-022-01,auto_admit_220_or_300nm,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0065,G21C-FIXTURE-022-02,auto_admit_220_or_300nm,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0066,G21C-FIXTURE-022-03,auto_admit_220_or_300nm,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0067,G21C-FIXTURE-023-01,comsol_context_as_prs_grain,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0068,G21C-FIXTURE-023-02,comsol_context_as_prs_grain,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0069,G21C-FIXTURE-023-03,comsol_context_as_prs_grain,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0070,G21C-FIXTURE-024-01,bare_W_eff,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0071,G21C-FIXTURE-024-02,bare_W_eff,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0072,G21C-FIXTURE-024-03,bare_W_eff,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
