required_field,candidate_value_present,classification,required_next_gate,can_register_proof_now,can_mark_package_c_pass_now,draft_signoff_wording_status,allowed_use,blocked_use
package_C_proof_no_prs_eas_numeric_output,true,candidate_only_value_present,draft_not_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_proof_no_route_yield_detection_claim,true,candidate_only_value_present,draft_not_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_proof_no_trapezoid_flow_solver_claim,true,candidate_only_value_present,draft_not_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_proof_no_wet_claim,true,candidate_only_value_present,draft_not_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_proof_required_test_matrix_status,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
particle_radius_grid_nm,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
raw_metric_artifact_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
rectangle_limit_evidence_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
rectangle_limit_tolerance,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reflection_algorithm_source_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reflection_metric_schema_version,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reflection_test_script_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
required_test_result_artifact_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
rng_seed_matrix_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
sidewall_angle_grid_deg_comsol,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
substep_policy,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
summary_metric_artifact_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
test_environment_lock_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
test_parameter_matrix_sha256,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
tolerance_m,true,candidate_value_present,requires_comsol_no_run_receipt_then_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
external_review_confirms_no_claim_promotion,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
external_review_verdict,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
manual_authorization_record_sha256,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_proof_artifact_registered,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
package_C_validation_status_pass_authorized,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
proof_registration_authorized,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
proof_registry_update_plan_sha256,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reviewed_candidate_manifest_sha256,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reviewed_commit_sha,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reviewed_raw_metrics_sha256,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
reviewed_summary_metrics_sha256,false,authorization_supersession_preflight_field_missing_from_candidate_manifest,requires_future_user_authorization,false,false,DRAFT_NOT_AUTHORIZATION,COMSOL no-run candidate exchange receipt;candidate-only metric QA;registration gap review;future authorization-supersession planning;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;rank;winner;JOINT_ROUTE_CLASS/JRC;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;direct PRS bin;grain-level ingestion;accepted row expansion
