dossier_id,artifact_id,path,sha256,row_count,columns,sample_row_count_read,sample_row_policy,workstream,candidate_claim,required_fields_present,missing_required_fields,units_status,normalization_status,route_view_diameter_bin_binding_status,source_sha_provenance_status,row_identity_status,hash_stability_status,can_close_existing_work_order,can_close_reason,blocked_use,required_next_gate
G2Z-DOSSIER-0031,NODI-G2Y-CENSUS-0006,roadmap/COMSOL_GATE2E_MINIMAL_DELIVERABLE_MASTER_PACKET_20260628.md,0d2d87056d7ab9fdad858d59b472949d42f79e25c3c92f1ac8b8b8987a8401c8,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0032,NODI-G2Y-CENSUS-0007,roadmap/COMSOL_GATE2B_NODI_ALLOWED_CONTEXT_ROWS_20260627.csv,8b14a5b0f56107d496d385861028706f2eef3229ecb32b975ffadc1ad8d4b554,80,gate2b_context_row_id|source_artifact|source_sha256|source_row_count|source_row_identity|source_row_type|route_key|candidate_route_family|NODI_view|nodi_view_binding_status|diameter_nm|bin_basis|tpd_bin_label|edge4_to_edge20_policy|allowed_use|blocked_use|is_chi_selected|qch_weighting_authorized|jrc_authorized|production_ingestion_authorized|runtime_configuration_authorized|recommended_gate2b_status|required_nodi_review|source_crosswalk_status|blocker_preserved|gate2b_artifact_level_context_candidate|gate2b_grain_level_context_ingestion_authorized|grain_level_ingestion_policy|nodi_automation_binding_status,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|route_key|NODI_view|diameter_nm|bin_basis,row_identity|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,EXPLICIT_FIELDS_PRESENT_REVIEW_ONLY,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0033,NODI-G2Y-CENSUS-0008,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_MASTER_PACKET_20260628.md,aa0c9f1bf1540c53265ed6edca594a30617660906c231125c109989924b4d01b,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0034,NODI-G2Y-CENSUS-0009,roadmap/COMSOL_GATE2H_GATE2I_EDGE_CLOSURE_CONTRACT_MASTER_PACKET_20260628.md,2a49ea0e1a9f7adc2c711e40cd028ce124c5a9b035ed561c83ced7dd9ab05f4c,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0035,NODI-G2Y-CENSUS-0010,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_EVIDENCE_PACKAGE_TEMPLATE_20260628.csv,e7b75dfa0d8ef90e1e67c4f2c7fffc179c1432bb13a80f1d5a90a63dc7b2d64d,20,template_row_id|template_only|is_formal_policy_evidence|evidence_row_id|route_key|NODI_view|diameter_nm|tpd_proxy_aggregation_basis|edge4_bin_label|edge20_bin_id|edge20_definition_hash|edge20_reference_value|edge20_reference_units|edge4_aggregate_value|aggregation_rule|numeric_error_value|numeric_error_units|error_bound_lower|error_bound_upper|monotonicity_metric|conservativeness_metric|reproducibility_group_id|source_artifact|source_sha256|row_identity|policy_use_requested|formula_use_authorized|direct_prs_bin_use_authorized|grain_level_ingestion_authorized|qch_weighting_authorized|jrc_authorized|production_ingestion_authorized|runtime_configuration_authorized|monotonicity_direction|monotonicity_allowed_exceptions|conservativeness_rule|normalization_basis|edge20_bins_covered|accepted_row_expansion_authorized|allowed_use|blocked_use,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|row_identity|route_key|NODI_view|diameter_nm|normalization_basis,bin_basis|q_ch|flow_split|q_ch_units|source_solve_sha256,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0036,NODI-G2Y-CENSUS-0011,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SUBMISSION_PACKAGE_TEMPLATE_V2_20260628.csv,8d979bc39f506d83912ba829f898deed0b1f65425a32ca4326d233c8687ee081,20,gate2k_template_row_id|package_id|schema_version|template_only|not_evidence|policy_use_requested|route_key|NODI_view|diameter_nm|tpd_proxy_aggregation_basis|edge4_bin_label|edge20_bin_id|edge20_definition_hash|edge20_reference_value|edge20_reference_units|edge4_aggregate_value|aggregation_rule|numeric_error_value|numeric_error_units|error_bound_lower|error_bound_upper|monotonicity_metric|monotonicity_direction|monotonicity_allowed_exceptions|conservativeness_metric|conservativeness_rule|reproducibility_group_id|source_artifact|source_sha256|row_identity|formula_use_authorized|direct_prs_bin_use_authorized|grain_level_ingestion_authorized|accepted_row_expansion_authorized|qch_weighting_authorized|jrc_authorized|production_ingestion_authorized|runtime_configuration_authorized|allowed_use|blocked_use,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|row_identity|route_key|NODI_view|diameter_nm,bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,PRESENT_REVIEW_REQUIRED,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0037,NODI-G2Y-CENSUS-0017,roadmap/COMSOL_GATE2B_QCH_FORMAL_SIDECAR_REQUIREMENTS_20260627.md,308c2069ce2e2dae6b8ccb36ca639a4d7d1866443bd6e88dfe6419b2a77247f7,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0038,NODI-G2Y-CENSUS-0018,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,738fa97b9cb9f230a8b1f6b96a50afd162199267648e7c8a905dab7c636cd41e,145,candidate_export_row_id|gate2c_alignment_row_id|source_family|source_artifact|source_sha256|source_row_count|source_row_identity|candidate_status|route_key_candidate|NODI_view|diameter_nm|bin_basis|edge4_to_edge20_policy|PRS_exact_match_claim|artifact_level_context_candidate|grain_level_ingestion_authorized|qch_weighting_authorized|jrc_authorized|chi_selected_authorized|production_ingestion_authorized|runtime_configuration_authorized|allowed_use|blocked_use|required_next_gate,3,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",source_sha256|NODI_view|diameter_nm|bin_basis,row_identity|route_key|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,IMPLICIT_HINT_PRESENT_NOT_ACCEPTED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0039,NODI-G2Y-CENSUS-0019,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,40f7d11533861e33c64b70df2bb8da33d44147f360f74ee56fa94c9dded48d6d,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0040,NODI-G2Y-CENSUS-0023,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_TEMPLATE_20260628.csv,2c6eb1b242cf1aa734f277cce04c527c5444785a69665a7aa940ac7b87d6e9d4,1,template_only|is_formal_gate2_qch_sidecar|qch_weighting_authorized|qch_eta_authorized|qch_chi_eta_authorized|route_key|route_family|NODI_view_binding_policy|diameter_nm|bin_basis|q_ch_value|flow_split_value|units|normalization_basis|source_solve_provenance_id|source_geometry_hash|integration_surface_or_volume_definition|uncertainty_or_review_flag|allowed_use|blocked_use|required_validation_checks,1,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",route_key|diameter_nm|bin_basis|normalization_basis,source_sha256|row_identity|NODI_view|q_ch|flow_split|q_ch_units|source_solve_sha256,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0041,NODI-G2Y-CENSUS-0024,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_PACKET_20260628.md,5e4d907e450417f727578ee8fd779ec146a110e9bef12b53bb2b911f37497d69,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0042,NODI-G2Y-CENSUS-0025,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_PACKET_20260628.md,8b900918d2a460f504de60b8de7b914e0543ee47dd5c9ad529c99919131313c3,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0043,NODI-G2Y-CENSUS-0026,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_MASTER_PACKET_20260628.md,a2285ba4348a8297cfe669759d4b70ec00c8eadd00c5683512833e0dd9b47772,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0044,NODI-G2Y-CENSUS-0027,roadmap/NODI_REPO_LINKAGE_REVIEW_20260621.md,f24d3946dea53265f5c210d7c789eec109b58e4d00cb50bfef0a695150fcd95c,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0045,NODI-G2Y-CENSUS-0028,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_AUTHORIZATION_PACKET_20260621.md,364589bf945f619ba47bfb6e8f45b027d7e773fdc432c1acac7818e4b2373581,0,,0,bounded_first_3_rows_not_evidence,QCH,"q_ch or flow provenance/template candidate, no formal sidecar",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|q_ch|flow_split|q_ch_units|normalization_basis|source_solve_sha256,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_QCH_FORMAL_SIDECAR_RECEIPT
G2Z-DOSSIER-0046,NODI-G2Y-CENSUS-0012,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_20260628.csv,be284ef9b5e3056df80b3f834c82d50d1248bf3577c3b001ed8a22a319de1918,144,gate2c_row_id|source_family|source_artifact|source_sha256|source_row_count|source_row_identity|width_family|depth_family|route_key_candidate|NODI_view|NODI_view_binding_status|UNBOUND_reason_if_any|diameter_nm|diameter_binding_status|weighting_basis|bin_basis|tpd_edge_bin_label|edge4_to_edge20_policy|PRS_exact_match_claim|artifact_level_context_candidate|grain_level_ingestion_authorized|allowed_use|blocked_use|claim_boundary|recommended_nodi_action|required_next_gate,3,bounded_first_3_rows_not_evidence,BINDING,"route/view/diameter/bin binding candidate, fail-closed until exact",source_sha256|NODI_view|diameter_nm|bin_basis,row_identity|route_key|exact_binding_status|binding_policy|no_auto_map,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,IMPLICIT_HINT_PRESENT_NOT_ACCEPTED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_BINDING_EXACT_REPAIR_EVIDENCE
G2Z-DOSSIER-0047,NODI-G2Y-CENSUS-0042,roadmap/COMSOL_GATE2A_NODI_BINDING_CROSSWALK_20260627.csv,8ee93881e2bb39ecc19b59ce5637408576d0d83b1590ef103c56b94cadd95465,149,comsol_artifact_id|comsol_artifact_path|sha256|row_count|comsol_gate_id|comsol_status|evidence_class|width_or_route_family|depth_or_channel_family|diameter_nm|tpd_bin_basis|tpd_bin_label|nodi_route_key_candidate|nodi_view_binding_status|nodi_diameter_binding_status|nodi_bin_binding_status|exact_nodi_prs_match_claim|required_nodi_review|allowed_use|blocked_use|recommended_nodi_reconciled_status|blocker_reason,3,bounded_first_3_rows_not_evidence,BINDING,"route/view/diameter/bin binding candidate, fail-closed until exact",diameter_nm,source_sha256|row_identity|route_key|NODI_view|bin_basis|exact_binding_status|binding_policy|no_auto_map,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,IMPLICIT_HINT_PRESENT_NOT_ACCEPTED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_BINDING_EXACT_REPAIR_EVIDENCE
G2Z-DOSSIER-0048,NODI-G2Y-CENSUS-0043,roadmap/COMSOL_GATE2B_TPD_BINDING_REPAIR_PLAN_20260627.csv,494898651a978e17c279c2a5d74c43dfd6829c28ca6dc59a71e8ef4af5096183,65,tpd_case_or_artifact_id|width_family|depth_family|diameter_nm|weighting_basis|edge_bin_label|current_status|missing_binding|can_fix_without_new_comsol_solve|requires_nodi_prs_recheck|requires_new_comsol_export|requires_new_comsol_solve|proposed_next_artifact|proposed_gate|blocked_until|notes,3,bounded_first_3_rows_not_evidence,BINDING,"route/view/diameter/bin binding candidate, fail-closed until exact",diameter_nm,source_sha256|row_identity|route_key|NODI_view|bin_basis|exact_binding_status|binding_policy|no_auto_map,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_BINDING_EXACT_REPAIR_EVIDENCE
G2Z-DOSSIER-0049,NODI-G2Y-CENSUS-0067,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_MINIMAL_SKELETON_20260628.csv,95bbe32983ee35fae8f7b793ae88b346a78a2434e0ee8683b33d36a851edfd5e,4,binding_repair_row_id|blocker_type|source_artifact|source_sha256|route_key_candidate|NODI_view_current|diameter_nm|bin_basis|current_blocker|required_nodi_policy|required_comsol_export_change|can_be_done_without_new_comsol_solve|requires_new_comsol_solve|auto_map_authorized|accepted_context_authorized|allowed_use|blocked_use|required_next_gate,3,bounded_first_3_rows_not_evidence,BINDING,"route/view/diameter/bin binding candidate, fail-closed until exact",source_sha256|diameter_nm|bin_basis,row_identity|route_key|NODI_view|exact_binding_status|binding_policy|no_auto_map,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,IMPLICIT_HINT_PRESENT_NOT_ACCEPTED,PRESENT_REVIEW_REQUIRED,PRESENT_REVIEW_REQUIRED,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_BINDING_EXACT_REPAIR_EVIDENCE
G2Z-DOSSIER-0050,NODI-G2Y-CENSUS-0068,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_PACKET_20260628.md,926fb3d236cfbc38636075ee541a4c4faee7c9148ba39a6530260b98273ad75c,0,,0,bounded_first_3_rows_not_evidence,BINDING,"route/view/diameter/bin binding candidate, fail-closed until exact",,source_sha256|row_identity|route_key|NODI_view|diameter_nm|bin_basis|exact_binding_status|binding_policy|no_auto_map,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,MISSING_EXPLICIT_BINDING_FAIL_CLOSED,MISSING_OR_NOT_EXPLICIT,MISSING_OR_NOT_EXPLICIT,HASH_RECORDED_NOT_POLICY_EVIDENCE,false,dossier is review-only; missing authorization-grade evidence or closure semantics,edge policy approval; direct PRS bin use; grain-level ingestion; formula use; accepted row expansion; q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; production_ingestion; runtime_configuration,Gate2E_BINDING_EXACT_REPAIR_EVIDENCE
