rejection_id,relative_path,candidate_workstream,evidence_class_guess,rejection_status,reason_not_sufficient,required_next_gate
NODI-G2S-REJECT-0082,roadmap/COMSOL_GATE2O_NODI_EXCHANGE_BUNDLE_RC1_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0083,roadmap/COMSOL_GATE2P_QCH_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,QCH,template_or_synthetic_not_evidence,REVIEW_ONLY_NOT_POLICY_EVIDENCE,template_or_synthetic_not_evidence; not direct evidence,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0084,roadmap/COMSOL_GATE2R_NODI_INTERFACE_FREEZE_CANDIDATE_RC1_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0085,roadmap/155_NODI_COMSOL_report154_review_integration_overlay_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0086,roadmap/COMSOL_SIDE_NODI_NEXT_ARTIFACTS_INGESTION_CONTRACT_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0087,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND1_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0088,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND23_EXISTING_OUTPUT_V4_BINDING_GATE_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0089,roadmap/EV_PBS_NONFIGURE_MAINLINE_EXECUTION_PACKET_20260622.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0090,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_V4_FORMULA_IMPLEMENTATION_NOTES_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0091,roadmap/EV_PBS_SAMPLE_SURFACE_V3_CANONICAL_SYNC_AUDIT_PACKET_20260626.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0092,roadmap/EV_PBS_SAMPLE_SURFACE_V4_CANONICAL_SYNC_AUDIT_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0093,roadmap/EV_PBS_V4_NON_NANO_DIRECT_LODGE_DESCRIPTOR_DELTA_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0094,roadmap/EV_PBS_V4_NON_NANO_INTERACTION_ENVELOPE_DELTA_AUDIT_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0095,roadmap/EV_PBS_V4_NON_NANO_WET_DIRECT_LODGE_INTERACTION_PREFLIGHT_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0096,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ADHESION_DETACH_DESCRIPTOR_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0097,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ADHESION_DETACH_DESCRIPTOR_SURFACE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0098,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_APERTURE_CHI_AGG_REVIEW_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0099,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_APERTURE_CHI_AGG_REVIEW_TABLE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0100,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0101,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_TABLE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0102,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0103,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_TABLE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0104,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COUPLED_ASSUMPTION_REFINEMENT_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0105,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_LOCAL_REVIEW_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0106,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_TABLE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0107,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_INPUT_RECEIPT_REVIEW_REQUEST_BINDINGS_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0108,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_NCOLL_DESCRIPTOR_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0109,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_NCOLL_DESCRIPTOR_SURFACE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0110,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_SIM_ASSUMPTION_INPUT_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0111,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_WALL_TAU_ANALYTIC_PROXY_DESCRIPTOR_TABLE_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0112,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_WALL_TAU_REPRESENTATIVE_SMOKE_CASE_BINDING_20260628.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0113,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_WALL_TAU_REPRESENTATIVE_SMOKE_LAUNCH_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0114,roadmap/FIG_FLOW_V0_SUPPLEMENTED_CLOSEOUT_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0115,roadmap/FIGURE_COMPLETENESS_COMPUTE_CAMPAIGN_20260618.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0116,roadmap/NANO_ENTRANCE_FILTER_V4_TARGETED_FIELD_DESCRIPTOR_QUEUE_PREFLIGHT_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0117,roadmap/NODI_LOCAL_MIRROR_AND_PRS_V1_1_CODE_UPGRADE_20260621.md,EDGE,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
NODI-G2S-REJECT-0118,roadmap/NODI_PRS_W800_MINIBATCH_AUTH_CASES_20260621.csv,EDGE,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
NODI-G2S-REJECT-0119,roadmap/P1_ROUTE_REALISM_AFTER_REPORT156_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0120,roadmap/PEG_DRY_SURFACE_STATE_PACKET_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0121,roadmap/PHYSICS_QUEUE_SELECTED_WINDOW_CHI_PLAN.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0122,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,QCH,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0123,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_CLOSEOUT_RETRY3_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0124,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0125,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0126,roadmap/COMSOL_GATE2F_EDGE_LOSS_ERROR_SEMANTICS_PACKET_20260628.md,EDGE,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
NODI-G2S-REJECT-0127,roadmap/COMSOL_GATE2L_BINDING_REPAIR_TEMPLATE_V2_20260628.csv,BINDING,template_or_synthetic_not_evidence,REVIEW_ONLY_NOT_POLICY_EVIDENCE,template_or_synthetic_not_evidence; not direct evidence,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0128,roadmap/COMSOL_GATE2P_BINDING_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,BINDING,template_or_synthetic_not_evidence,REVIEW_ONLY_NOT_POLICY_EVIDENCE,template_or_synthetic_not_evidence; not direct evidence,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0129,roadmap/COMSOL_GATE2P_SYNTHETIC_DRY_RUN_SUBMISSION_PACKET_20260628.md,QCH,template_or_synthetic_not_evidence,REVIEW_ONLY_NOT_POLICY_EVIDENCE,template_or_synthetic_not_evidence; not direct evidence,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0130,roadmap/COMSOL_GATE2Q_REAL_EVIDENCE_WORK_ORDER_PACKET_20260628.md,QCH,work_order,REVIEW_ONLY_NOT_POLICY_EVIDENCE,work_order; not direct evidence,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0131,roadmap/COMSOL_GATE2S_TO_GATE2X_DEEP_INTERFACE_AUDIT_MASTER_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0132,roadmap/COMSOL_GATE2T_LINEAGE_AND_GAP_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0133,roadmap/COMSOL_GATE2V_ADVERSARIAL_MUTATION_BATTERY_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0134,roadmap/COMSOL_GATE2X_NO_AUTH_DRIFT_SCAN_PACKET_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0135,full_chip/dwg_analysis/FULL_CHIP_STAGE143_CORRECTION_ROADMAP_AFTER_CLAUDE.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0136,full_chip/dwg_analysis/FULL_CHIP_STAGE149_COMPLETE_CORRECTED_SIMULATION_MASTER_DOCUMENT.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0137,full_chip/dwg_analysis/FULL_CHIP_STAGE157_TO_159_JOINT_UNCERTAINTY_ROADMAP_AFTER_CLAUDE.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0138,full_chip/dwg_analysis/FULL_CHIP_STAGE23_BIOPHYSICAL_PARAMETER_ENVELOPE.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0139,full_chip/dwg_analysis/FULL_CHIP_STAGE26_MONTE_CARLO_CLOGGING_AUDIT_literature_envelope_seed1.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0140,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_001_W800_D900_A85_220NM_raw_bin_integrals.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0141,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_002_W800_D900_A85_300NM_raw_bin_integrals.csv,EDGE,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
NODI-G2S-REJECT-0142,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_003_W800_D1200_A87_220NM_raw_bin_integrals.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0143,full_chip/dwg_analysis/transported_position_source_outputs_20260621/TPD_SRC_004_W800_D1200_A87_300NM_raw_bin_integrals.csv,BINDING,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0144,roadmap/154_NODI_COMSOL_launch_review_contract_handoff_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0145,roadmap/COMSOL_GATE_ROW_GENERATOR_PLAN_20260616.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0146,roadmap/COMSOL_SIDE_POST_REPORT156_READINESS_INDEX_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0147,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND12_V4_NORMAL_WALL_TAU_RUNNER_20260628.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0148,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND25_P1C_HYDRAULIC_FEEDBACK_GOVERNANCE_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0149,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND5_HIGH_RISK_CODE_QUEUE_20260628.md,EDGE,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
NODI-G2S-REJECT-0150,roadmap/EV_PBS_FASTLANE_CLAIM_LADDER_PACKET_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0151,roadmap/EV_PBS_FASTLANE_FIRST_DRY_ASSEMBLY_PACKET_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0152,roadmap/EV_PBS_FASTLANE_FIRST_PACKET_CLOSEOUT_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0153,roadmap/EV_PBS_FASTLANE_QC_GAP_PACKET_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0154,roadmap/EV_PBS_HISTORICAL_FIGURE_REPORT_WORKSPACE_AUDIT_ROUND18_20260628.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0155,roadmap/EV_PBS_HISTORICAL_RUNNABLE_QUEUE_QUARANTINE_REVIEW_ROUND27_20260628.md,LOCAL_Q,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only diagnostic carry-forward
NODI-G2S-REJECT-0156,roadmap/EV_PBS_NEXT_ROADMAP_EFFICIENCY_REVIEW_20260620.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0157,roadmap/EV_PBS_P0_P1_ANALYTIC_CHAIN_REVIEW_ROUND21_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0158,roadmap/EV_PBS_REALISM_SUBAGENT_CONSENSUS_REVIEW_20260620.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
