dry_run_id,source_side,source_row_id,row_kind,workstream,disposition,reason,required_next_gate,allowed_use,blocked_use,human_review_required,future_authorization_required,evidence_accepted,gate2d_ledger_expansion
G3C-DOSSIER-0092,COMSOL,G2Z-DOSSIER-0092,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0093,COMSOL,G2Z-DOSSIER-0093,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0094,COMSOL,G2Z-DOSSIER-0094,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0095,COMSOL,G2Z-DOSSIER-0095,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0096,COMSOL,G2Z-DOSSIER-0096,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0097,COMSOL,G2Z-DOSSIER-0097,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0098,COMSOL,G2Z-DOSSIER-0098,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0099,COMSOL,G2Z-DOSSIER-0099,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0100,COMSOL,G2Z-DOSSIER-0100,dossier,QCH,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0101,COMSOL,G2Z-DOSSIER-0101,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0102,COMSOL,G2Z-DOSSIER-0102,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0103,COMSOL,G2Z-DOSSIER-0103,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0104,COMSOL,G2Z-DOSSIER-0104,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0105,COMSOL,G2Z-DOSSIER-0105,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0106,COMSOL,G2Z-DOSSIER-0106,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0107,COMSOL,G2Z-DOSSIER-0107,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0108,COMSOL,G2Z-DOSSIER-0108,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0109,COMSOL,G2Z-DOSSIER-0109,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0110,COMSOL,G2Z-DOSSIER-0110,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0111,COMSOL,G2Z-DOSSIER-0111,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0112,COMSOL,G2Z-DOSSIER-0112,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0113,COMSOL,G2Z-DOSSIER-0113,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0114,COMSOL,G2Z-DOSSIER-0114,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0115,COMSOL,G2Z-DOSSIER-0115,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0116,COMSOL,G2Z-DOSSIER-0116,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0117,COMSOL,G2Z-DOSSIER-0117,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0118,COMSOL,G2Z-DOSSIER-0118,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0119,COMSOL,G2Z-DOSSIER-0119,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0120,COMSOL,G2Z-DOSSIER-0120,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0121,COMSOL,G2Z-DOSSIER-0121,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0122,COMSOL,G2Z-DOSSIER-0122,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0123,COMSOL,G2Z-DOSSIER-0123,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0124,COMSOL,G2Z-DOSSIER-0124,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0125,COMSOL,G2Z-DOSSIER-0125,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0126,COMSOL,G2Z-DOSSIER-0126,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0127,COMSOL,G2Z-DOSSIER-0127,dossier,BINDING,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0128,COMSOL,G2Z-DOSSIER-0128,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0129,COMSOL,G2Z-DOSSIER-0129,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0130,COMSOL,G2Z-DOSSIER-0130,dossier,BINDING,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0131,COMSOL,G2Z-DOSSIER-0131,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0132,COMSOL,G2Z-DOSSIER-0132,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0133,COMSOL,G2Z-DOSSIER-0133,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0134,COMSOL,G2Z-DOSSIER-0134,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0135,COMSOL,G2Z-DOSSIER-0135,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0136,COMSOL,G2Z-DOSSIER-0136,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0137,COMSOL,G2Z-DOSSIER-0137,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0138,COMSOL,G2Z-DOSSIER-0138,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0139,COMSOL,G2Z-DOSSIER-0139,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0140,COMSOL,G2Z-DOSSIER-0140,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0141,COMSOL,G2Z-DOSSIER-0141,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0142,COMSOL,G2Z-DOSSIER-0142,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0143,COMSOL,G2Z-DOSSIER-0143,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0144,COMSOL,G2Z-DOSSIER-0144,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0145,COMSOL,G2Z-DOSSIER-0145,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0146,COMSOL,G2Z-DOSSIER-0146,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0147,COMSOL,G2Z-DOSSIER-0147,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0148,COMSOL,G2Z-DOSSIER-0148,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0149,COMSOL,G2Z-DOSSIER-0149,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0150,COMSOL,G2Z-DOSSIER-0150,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0151,COMSOL,G2Z-DOSSIER-0151,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0152,COMSOL,G2Z-DOSSIER-0152,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0153,COMSOL,G2Z-DOSSIER-0153,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0154,COMSOL,G2Z-DOSSIER-0154,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0155,COMSOL,G2Z-DOSSIER-0155,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0156,COMSOL,G2Z-DOSSIER-0156,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0157,COMSOL,G2Z-DOSSIER-0157,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0158,COMSOL,G2Z-DOSSIER-0158,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0159,COMSOL,G2Z-DOSSIER-0159,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0160,COMSOL,G2Z-DOSSIER-0160,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0161,COMSOL,G2Z-DOSSIER-0161,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0162,COMSOL,G2Z-DOSSIER-0162,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0163,COMSOL,G2Z-DOSSIER-0163,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0164,COMSOL,G2Z-DOSSIER-0164,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0165,COMSOL,G2Z-DOSSIER-0165,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0166,COMSOL,G2Z-DOSSIER-0166,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0167,COMSOL,G2Z-DOSSIER-0167,dossier,local-Q,REJECT_BLOCKED,row is blocked or fail-closed under current receiver policy,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,blocker tracking only,evidence acceptance; policy approval; formula; production/runtime,true,true,false,false
G3C-DOSSIER-0168,COMSOL,G2Z-DOSSIER-0168,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0170,COMSOL,G2Z-DOSSIER-0170,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0171,COMSOL,G2Z-DOSSIER-0171,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0172,COMSOL,G2Z-DOSSIER-0172,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0173,COMSOL,G2Z-DOSSIER-0173,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0174,COMSOL,G2Z-DOSSIER-0174,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0175,COMSOL,G2Z-DOSSIER-0175,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0176,COMSOL,G2Z-DOSSIER-0176,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0177,COMSOL,G2Z-DOSSIER-0177,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0178,COMSOL,G2Z-DOSSIER-0178,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0179,COMSOL,G2Z-DOSSIER-0179,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
G3C-DOSSIER-0180,COMSOL,G2Z-DOSSIER-0180,dossier,local-Q,PREAUTH_REQUIRED,dossier/trial requires future pre-authorization before evidence intake,Gate3_QCH_FORMAL_SIDECAR_PREAUTH_REVIEW,pre-authorization review preparation,evidence acceptance; formula; weighting; JRC; production/runtime,true,true,false,false
